url,name,type,dcat_compliant,gcp_formatted_address,gcp_geometry,gcp_locality,gcp_administrative_area_level_2,gcp_administrative_area_level_1,gcp_country,gcp_administrative_area_level_3,site,site_keys,data_assets,metavariable_count
https://data.oaklandca.gov/data.json,"Oakland, CA",City,True,"Oakland, CA, USA","{'bounds': {'northeast': {'lat': 37.8853679, 'lng': -122.1147882}, 'southwest': {'lat': 37.6320672, 'lng': -122.3558276}}, 'location': {'lat': 37.8043514, 'lng': -122.2711639}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 37.8853679, 'lng': -122.1147882}, 'southwest': {'lat': 37.6320672, 'lng': -122.3558276}}}",Oakland,Alameda County,California,United States,,https://data.oaklandca.gov/data.json,"['accessLevel', 'landingPage', 'issued', '@type', 'modified', 'keyword', 'contactPoint', 'publisher', 'identifier', 'description', 'title', 'distribution', 'theme']",461.0,13.0
https://datahub-miamigis.opendata.arcgis.com/data.json,"Miami, FL",City,True,"Miami, FL, USA","{'bounds': {'northeast': {'lat': 25.855773, 'lng': -80.139157}, 'southwest': {'lat': 25.709042, 'lng': -80.3197599}}, 'location': {'lat': 25.7616798, 'lng': -80.1917902}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.855773, 'lng': -80.139157}, 'southwest': {'lat': 25.709042, 'lng': -80.3197599}}}",Miami,Miami-Dade County,Florida,United States,,https://datahub-miamigis.opendata.arcgis.com/data.json,"['@type', 'identifier', 'landingPage', 'title', 'description', 'keyword', 'issued', 'modified', 'publisher', 'contactPoint', 'accessLevel', 'spatial', 'license', 'distribution', 'theme']",52.0,15.0
https://data.virginiabeach.gov/data.json,"Virginia Beach, VA",City,True,"Virginia Beach, VA, USA","{'bounds': {'northeast': {'lat': 37.040886, 'lng': -75.7974969}, 'southwest': {'lat': 36.5504529, 'lng': -76.2277601}}, 'location': {'lat': 36.8516437, 'lng': -75.97921939999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 37.040886, 'lng': -75.7974969}, 'southwest': {'lat': 36.5504529, 'lng': -76.2277601}}}",Virginia Beach,,Virginia,United States,,https://data.virginiabeach.gov/data.json,"['@type', 'identifier', 'landingPage', 'title', 'description', 'keyword', 'issued', 'modified', 'publisher', 'contactPoint', 'accessLevel', 'spatial', 'license', 'distribution', 'theme']",110.0,15.0
https://data.coloradosprings.gov/data.json,"Colrado Springs, CO",City,True,"Colorado Springs, CO, USA","{'bounds': {'northeast': {'lat': 39.0353389, 'lng': -104.5988969}, 'southwest': {'lat': 38.7160299, 'lng': -104.917822}}, 'location': {'lat': 38.8338816, 'lng': -104.8213634}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 39.0353389, 'lng': -104.5988969}, 'southwest': {'lat': 38.7160299, 'lng': -104.917822}}}",Colorado Springs,El Paso County,Colorado,United States,,https://data.coloradosprings.gov/data.json,"['accessLevel', 'landingPage', 'issued', '@type', 'modified', 'contactPoint', 'identifier', 'publisher', 'description', 'title', 'distribution', 'theme']",12.0,12.0
https://gisdata.tucsonaz.gov/data.json,"Tuscon, AZ",City,True,"Tucson, AZ, USA","{'bounds': {'northeast': {'lat': 32.32016610000001, 'lng': -110.708204}, 'southwest': {'lat': 31.9916539, 'lng': -111.059406}}, 'location': {'lat': 32.2539787, 'lng': -110.9741769}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 32.32016610000001, 'lng': -110.708204}, 'southwest': {'lat': 31.9916539, 'lng': -111.059406}}}",Tucson,Pima County,Arizona,United States,,https://gisdata.tucsonaz.gov/data.json,"['@type', 'identifier', 'landingPage', 'title', 'description', 'keyword', 'issued', 'modified', 'publisher', 'contactPoint', 'accessLevel', 'spatial', 'license', 'distribution', 'theme']",182.0,15.0
https://data.milwaukee.gov/data.json,"Milwaukee, WI",City,True,"Milwaukee, WI, USA","{'bounds': {'northeast': {'lat': 43.1949671, 'lng': -87.8639841}, 'southwest': {'lat': 42.9208158, 'lng': -88.0710086}}, 'location': {'lat': 43.0389025, 'lng': -87.9064736}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 43.1949671, 'lng': -87.8639841}, 'southwest': {'lat': 42.9208158, 'lng': -88.0710086}}}",Milwaukee,Milwaukee County,Wisconsin,United States,,https://data.milwaukee.gov/data.json,"['@type', 'title', 'description', 'issued', 'modified', 'accessLevel', 'identifier', 'publisher', 'contactPoint', 'distribution', 'keyword']",181.0,11.0
https://data.detroitmi.gov/data.json,"Detroit, MI",City,True,"Detroit, MI, USA","{'bounds': {'northeast': {'lat': 42.45023, 'lng': -82.910451}, 'southwest': {'lat': 42.255192, 'lng': -83.287959}}, 'location': {'lat': 42.331427, 'lng': -83.0457538}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 42.45023, 'lng': -82.910451}, 'southwest': {'lat': 42.255192, 'lng': -83.287959}}}",Detroit,Wayne County,Michigan,United States,,https://data.detroitmi.gov/data.json,"['@type', 'identifier', 'landingPage', 'title', 'description', 'keyword', 'issued', 'modified', 'publisher', 'contactPoint', 'accessLevel', 'spatial', 'license', 'distribution', 'theme']",206.0,15.0
https://data.memphistn.gov/data.json,"Memphis, TN",City,True,"Memphis, TN, USA","{'bounds': {'northeast': {'lat': 35.264187, 'lng': -89.720356}, 'southwest': {'lat': 34.994185, 'lng': -90.1938588}}, 'location': {'lat': 35.1495343, 'lng': -90.0489801}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 35.264187, 'lng': -89.720356}, 'southwest': {'lat': 34.994185, 'lng': -90.1938588}}}",Memphis,Shelby County,Tennessee,United States,,https://data.memphistn.gov/data.json,"['accessLevel', 'landingPage', 'issued', '@type', 'modified', 'contactPoint', 'identifier', 'publisher', 'description', 'title', 'distribution']",182.0,11.0
https://gis-pdx.opendata.arcgis.com/,"Portland, OR",City,False,"Portland, OR, USA","{'bounds': {'northeast': {'lat': 45.652886, 'lng': -122.4720384}, 'southwest': {'lat': 45.4325419, 'lng': -122.8367638}}, 'location': {'lat': 45.515232, 'lng': -122.6783853}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 45.652886, 'lng': -122.4720384}, 'southwest': {'lat': 45.4325419, 'lng': -122.8367638}}}",Portland,Multnomah County,Oregon,United States,,,,,
https://city-of-el-paso-open-data-coepgis.hub.arcgis.com/data.json,"El Paso, TX",City,True,"El Paso, TX, USA","{'bounds': {'northeast': {'lat': 32.001481, 'lng': -106.2131129}, 'southwest': {'lat': 31.6207895, 'lng': -106.6359219}}, 'location': {'lat': 31.7618778, 'lng': -106.4850217}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 32.001481, 'lng': -106.2131129}, 'southwest': {'lat': 31.6207895, 'lng': -106.6359219}}}",El Paso,El Paso County,Texas,United States,,https://city-of-el-paso-open-data-coepgis.hub.arcgis.com/data.json,"['@type', 'identifier', 'landingPage', 'title', 'description', 'keyword', 'issued', 'modified', 'publisher', 'contactPoint', 'accessLevel', 'spatial', 'license', 'distribution', 'theme']",58.0,15.0
https://data.okc.gov/portal/page/catalog,"Oklahoma City, OK",City,False,"Oklahoma City, OK, USA","{'bounds': {'northeast': {'lat': 35.674752, 'lng': -97.12472}, 'southwest': {'lat': 35.2905439, 'lng': -97.83367489999999}}, 'location': {'lat': 35.4675602, 'lng': -97.5164276}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 35.674752, 'lng': -97.12472}, 'southwest': {'lat': 35.2905439, 'lng': -97.83367489999999}}}",Oklahoma City,Oklahoma County,Oklahoma,United States,,,,,
https://data.fortworthtexas.gov/data.json,"Fort Worth, TX",City,True,"Fort Worth, TX, USA","{'bounds': {'northeast': {'lat': 33.0493109, 'lng': -97.033715}, 'southwest': {'lat': 32.552315, 'lng': -97.54492289999999}}, 'location': {'lat': 32.7554883, 'lng': -97.3307658}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 33.0493109, 'lng': -97.033715}, 'southwest': {'lat': 32.552315, 'lng': -97.54492289999999}}}",Fort Worth,Tarrant County,Texas,United States,,https://data.fortworthtexas.gov/data.json,"['accessLevel', 'landingPage', 'issued', '@type', 'modified', 'contactPoint', 'identifier', 'publisher', 'description', 'title', 'distribution']",15.0,11.0
https://data.sanjoseca.gov/data.json,"San Jose, CA",City,True,"San Jose, CA, USA","{'bounds': {'northeast': {'lat': 37.469211, 'lng': -121.5861372}, 'southwest': {'lat': 37.12271339999999, 'lng': -122.0460552}}, 'location': {'lat': 37.33874, 'lng': -121.8852525}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 37.469211, 'lng': -121.5861372}, 'southwest': {'lat': 37.12271339999999, 'lng': -122.0460552}}}",San Jose,Santa Clara County,California,United States,,https://data.sanjoseca.gov/data.json,"['@type', 'title', 'description', 'issued', 'modified', 'accessLevel', 'identifier', 'publisher', 'contactPoint', 'distribution', 'keyword']",184.0,11.0
https://transparency.jaxsheriff.org/,"Jacksonville, FL",City,False,"Jacksonville, FL, USA","{'bounds': {'northeast': {'lat': 30.586232, 'lng': -81.316712}, 'southwest': {'lat': 30.103748, 'lng': -82.0495018}}, 'location': {'lat': 30.3321838, 'lng': -81.65565099999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 30.586232, 'lng': -81.316712}, 'southwest': {'lat': 30.103748, 'lng': -82.0495018}}}",Jacksonville,Duval County,Florida,United States,,,,,
https://www.phoenixopendata.com/data.json,"Phoenix, AZ",City,True,"Phoenix, AZ, USA","{'bounds': {'northeast': {'lat': 33.92057, 'lng': -111.926046}, 'southwest': {'lat': 33.29025980000001, 'lng': -112.324056}}, 'location': {'lat': 33.4483771, 'lng': -112.0740373}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 33.92057, 'lng': -111.926046}, 'southwest': {'lat': 33.29025980000001, 'lng': -112.324056}}}",Phoenix,Maricopa County,Arizona,United States,,https://www.phoenixopendata.com/data.json,"['@type', 'title', 'description', 'issued', 'modified', 'accessLevel', 'identifier', 'publisher', 'contactPoint', 'distribution', 'keyword', 'theme']",124.0,12.0
https://pghgishub-pittsburghpa.opendata.arcgis.com/data.json,"Pittsburgh, PA",City,True,"Pittsburgh, PA, USA","{'bounds': {'northeast': {'lat': 40.501368, 'lng': -79.8657231}, 'southwest': {'lat': 40.3613689, 'lng': -80.0952779}}, 'location': {'lat': 40.44062479999999, 'lng': -79.9958864}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 40.501368, 'lng': -79.8657231}, 'southwest': {'lat': 40.3613689, 'lng': -80.0952779}}}",Pittsburgh,Allegheny County,Pennsylvania,United States,,https://pghgishub-pittsburghpa.opendata.arcgis.com/data.json,"['@type', 'identifier', 'landingPage', 'title', 'description', 'keyword', 'issued', 'modified', 'publisher', 'contactPoint', 'accessLevel', 'spatial', 'license', 'distribution', 'theme']",47.0,15.0
https://denvergov.org/opendata/,"Denver, CO",City,False,"Denver, CO, USA","{'bounds': {'northeast': {'lat': 39.91424689999999, 'lng': -104.6002959}, 'southwest': {'lat': 39.614431, 'lng': -105.109927}}, 'location': {'lat': 39.7392358, 'lng': -104.990251}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 39.91424689999999, 'lng': -104.6002959}, 'southwest': {'lat': 39.614431, 'lng': -105.109927}}}",Denver,Denver County,Colorado,United States,,,,,
https://data.greensboro-nc.gov/data.json,"Greensboro, NC",City,True,"Greensboro, NC, USA","{'bounds': {'northeast': {'lat': 36.2153239, 'lng': -79.659866}, 'southwest': {'lat': 35.985195, 'lng': -80.00689090000002}}, 'location': {'lat': 36.0726354, 'lng': -79.7919754}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 36.2153239, 'lng': -79.659866}, 'southwest': {'lat': 35.985195, 'lng': -80.00689090000002}}}",Greensboro,Guilford County,North Carolina,United States,,https://data.greensboro-nc.gov/data.json,"['@type', 'identifier', 'landingPage', 'title', 'description', 'keyword', 'issued', 'modified', 'publisher', 'contactPoint', 'accessLevel', 'spatial', 'license', 'distribution', 'theme']",48.0,15.0
https://data.jerseycitynj.gov/data.json,"Jersey City, NJ",City,True,"Jersey City, NJ, USA","{'bounds': {'northeast': {'lat': 40.768867, 'lng': -74.020405}, 'southwest': {'lat': 40.661622, 'lng': -74.1170569}}, 'location': {'lat': 40.7177545, 'lng': -74.0431435}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 40.768867, 'lng': -74.020405}, 'southwest': {'lat': 40.661622, 'lng': -74.1170569}}}",Jersey City,Hudson County,New Jersey,United States,,https://data.jerseycitynj.gov/data.json,"['@type', 'identifier', 'title', 'description', 'modified', 'landingPage', 'publisher', 'accessLevel', 'keyword', 'theme', 'contactPoint', 'distribution']",1376.0,12.0
https://data.weho.org/data.json,"West Hollywood, CA",City,True,"West Hollywood, CA, USA","{'bounds': {'northeast': {'lat': 34.098071, 'lng': -118.34338}, 'southwest': {'lat': 34.0763898, 'lng': -118.395844}}, 'location': {'lat': 34.0900091, 'lng': -118.3617443}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 34.098071, 'lng': -118.34338}, 'southwest': {'lat': 34.0763898, 'lng': -118.395844}}}",West Hollywood,Los Angeles County,California,United States,,https://data.weho.org/data.json,"['accessLevel', 'landingPage', 'issued', '@type', 'modified', 'contactPoint', 'identifier', 'publisher', 'description', 'title', 'distribution']",36.0,11.0
https://data.santamonica.gov/api/3/action/package_list,"Santa Monica, CA",City,False,"Santa Monica, CA, USA","{'bounds': {'northeast': {'lat': 34.05056, 'lng': -118.443426}, 'southwest': {'lat': 33.993161, 'lng': -118.5180849}}, 'location': {'lat': 34.0194543, 'lng': -118.4911912}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 34.05056, 'lng': -118.443426}, 'southwest': {'lat': 33.993161, 'lng': -118.5180849}}}",Santa Monica,Los Angeles County,California,United States,,,,,
https://data.cityofpasadena.net/data.json,"Pasadena, CA",City,True,"Pasadena, CA, USA","{'bounds': {'northeast': {'lat': 34.251905, 'lng': -118.0654789}, 'southwest': {'lat': 34.1170368, 'lng': -118.1981391}}, 'location': {'lat': 34.1477849, 'lng': -118.1445155}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 34.251905, 'lng': -118.0654789}, 'southwest': {'lat': 34.1170368, 'lng': -118.1981391}}}",Pasadena,Los Angeles County,California,United States,,https://data.cityofpasadena.net/data.json,"['@type', 'identifier', 'landingPage', 'title', 'description', 'keyword', 'issued', 'modified', 'publisher', 'contactPoint', 'accessLevel', 'spatial', 'license', 'distribution', 'theme']",123.0,15.0
https://grdata-grandrapids.opendata.arcgis.com/data.json,"Grand Rapids, MI",City,True,"Grand Rapids, MI, USA","{'bounds': {'northeast': {'lat': 43.0290509, 'lng': -85.56864589999999}, 'southwest': {'lat': 42.8836659, 'lng': -85.75153209999999}}, 'location': {'lat': 42.9633599, 'lng': -85.6680863}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 43.0290509, 'lng': -85.56864589999999}, 'southwest': {'lat': 42.8836659, 'lng': -85.75153209999999}}}",Grand Rapids,Kent County,Michigan,United States,,https://grdata-grandrapids.opendata.arcgis.com/data.json,"['@type', 'identifier', 'landingPage', 'title', 'description', 'keyword', 'issued', 'modified', 'publisher', 'contactPoint', 'accessLevel', 'spatial', 'license', 'distribution', 'theme']",84.0,15.0
https://data.culvercity.org/data.json,"Culver, CA",City,True,"Culver City, CA, USA","{'bounds': {'northeast': {'lat': 34.03508, 'lng': -118.3695769}, 'southwest': {'lat': 33.976719, 'lng': -118.4484721}}, 'location': {'lat': 34.0211224, 'lng': -118.3964665}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 34.03508, 'lng': -118.3695769}, 'southwest': {'lat': 33.976719, 'lng': -118.4484721}}}",Culver City,Los Angeles County,California,United States,,https://data.culvercity.org/data.json,"['accessLevel', 'landingPage', 'issued', '@type', 'modified', 'contactPoint', 'identifier', 'publisher', 'description', 'title', 'distribution']",19.0,11.0
https://open-data.bouldercolorado.gov/data.json,"Boulder, CO",City,True,"Boulder, CO, USA","{'bounds': {'northeast': {'lat': 40.0945509, 'lng': -105.178197}, 'southwest': {'lat': 39.9640689, 'lng': -105.3017579}}, 'location': {'lat': 40.0149856, 'lng': -105.2705456}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 40.0945509, 'lng': -105.178197}, 'southwest': {'lat': 39.9640689, 'lng': -105.3017579}}}",Boulder,Boulder County,Colorado,United States,,https://open-data.bouldercolorado.gov/data.json,"['@type', 'identifier', 'landingPage', 'title', 'description', 'keyword', 'issued', 'modified', 'publisher', 'contactPoint', 'accessLevel', 'spatial', 'license', 'distribution', 'theme']",133.0,15.0
https://data.chattlibrary.org/data.json,"Chattanooga, TN",City,True,"Chattanooga, TN, USA","{'bounds': {'northeast': {'lat': 35.2136671, 'lng': -85.0517979}, 'southwest': {'lat': 34.9829239, 'lng': -85.425584}}, 'location': {'lat': 35.0457984, 'lng': -85.3093995}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 35.2136671, 'lng': -85.0517979}, 'southwest': {'lat': 34.9829239, 'lng': -85.425584}}}",Chattanooga,Hamilton County,Tennessee,United States,,https://data.chattlibrary.org/data.json,"['accessLevel', 'landingPage', 'issued', '@type', 'modified', 'contactPoint', 'identifier', 'publisher', 'description', 'title', 'distribution', 'theme']",180.0,12.0
https://www.a2gov.org/services/data/Pages/default.aspx,"Ann Harbor, MI",City,False,"Ann Arbor, MI, USA","{'bounds': {'northeast': {'lat': 42.3239728, 'lng': -83.6758069}, 'southwest': {'lat': 42.222668, 'lng': -83.799572}}, 'location': {'lat': 42.2808256, 'lng': -83.7430378}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 42.3239728, 'lng': -83.6758069}, 'southwest': {'lat': 42.222668, 'lng': -83.799572}}}",Ann Arbor,Washtenaw County,Michigan,United States,,,,,
https://data.richmondgov.com/data.json,"Richmond, VA",City,True,"Richmond, VA, USA","{'bounds': {'northeast': {'lat': 37.6027689, 'lng': -77.3855119}, 'southwest': {'lat': 37.446553, 'lng': -77.601011}}, 'location': {'lat': 37.5407246, 'lng': -77.4360481}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 37.6027689, 'lng': -77.3855119}, 'southwest': {'lat': 37.446553, 'lng': -77.601011}}}",Richmond,,Virginia,United States,,https://data.richmondgov.com/data.json,"['accessLevel', 'landingPage', 'issued', '@type', 'modified', 'keyword', 'contactPoint', 'publisher', 'identifier', 'description', 'title', 'distribution', 'theme']",39.0,13.0
https://fremont-ca-open-data-cofgis.hub.arcgis.com/data.json,"Fremont, CA",City,True,"Fremont, CA, USA","{'bounds': {'northeast': {'lat': 37.6066739, 'lng': -121.8702045}, 'southwest': {'lat': 37.4541879, 'lng': -122.1534331}}, 'location': {'lat': 37.5485396, 'lng': -121.988583}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 37.6066739, 'lng': -121.8702045}, 'southwest': {'lat': 37.4541879, 'lng': -122.1534331}}}",Fremont,Alameda County,California,United States,,https://fremont-ca-open-data-cofgis.hub.arcgis.com/data.json,"['@type', 'identifier', 'landingPage', 'title', 'description', 'keyword', 'issued', 'modified', 'publisher', 'contactPoint', 'accessLevel', 'spatial', 'license', 'distribution', 'theme']",149.0,15.0
https://data-spokane.opendata.arcgis.com/,"Spokane, WA",City,False,"Spokane, WA, USA","{'bounds': {'northeast': {'lat': 47.758489, 'lng': -117.3038439}, 'southwest': {'lat': 47.5871919, 'lng': -117.6040986}}, 'location': {'lat': 47.6579711, 'lng': -117.4235319}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.758489, 'lng': -117.3038439}, 'southwest': {'lat': 47.5871919, 'lng': -117.6040986}}}",Spokane,Spokane County,Washington,United States,,,,,
